time,x0,y0,z0,bat0,x1,y1,z1,bat1,x2,y2,z2,bat2,x3,y3,z3,bat3,x4,y4,z4,bat4
0.000,44.725,26.235,-39.533,100.000,-18.283,26.547,-31.971,100.000,44.634,20.125,-37.437,100.000,37.214,10.806,-9.181,100.000,0.000,0.000,0.000,0.000
0.050,44.725,26.235,-39.533,100.000,-18.283,26.547,-31.971,100.000,44.634,20.125,-37.437,100.000,37.214,10.806,-9.181,100.000,0.000,0.000,0.000,0.000
0.100,44.726,26.233,-39.529,100.000,-18.279,26.544,-31.968,100.000,44.637,20.122,-37.434,100.000,37.217,10.809,-9.185,100.000,0.000,0.000,0.000,0.000
0.150,44.727,26.229,-39.523,100.000,-18.273,26.537,-31.963,100.000,44.643,20.115,-37.427,100.000,37.224,10.816,-9.191,100.000,0.000,0.000,0.000,0.000
0.200,44.729,26.222,-39.513,100.000,-18.263,26.528,-31.954,100.000,44.653,20.105,-37.417,100.000,37.234,10.826,-9.201,100.000,0.000,0.000,0.000,0.000
0.250,44.731,26.214,-39.500,100.000,-18.249,26.515,-31.943,100.000,44.666,20.092,-37.404,100.000,37.247,10.839,-9.215,100.000,0.000,0.000,0.000,0.000
0.300,44.735,26.203,-39.483,100.000,-18.233,26.499,-31.929,100.000,44.681,20.076,-37.387,100.000,37.264,10.856,-9.231,100.000,0.000,0.000,0.000,0.000
0.350,44.739,26.190,-39.463,100.000,-18.213,26.481,-31.913,100.000,44.700,20.056,-37.368,100.000,37.283,10.875,-9.251,100.000,0.000,0.000,0.000,0.000
0.400,44.743,26.174,-39.440,100.000,-18.191,26.459,-31.894,100.000,44.722,20.034,-37.345,100.000,37.306,10.898,-9.273,100.000,0.000,0.000,0.000,0.000
0.450,44.748,26.157,-39.414,100.000,-18.165,26.434,-31.872,100.000,44.747,20.008,-37.319,100.000,37.332,10.924,-9.299,100.000,0.000,0.000,0.000,0.000
0.500,44.754,26.138,-39.385,100.000,-18.136,26.406,-31.848,100.000,44.774,19.979,-37.290,100.000,37.360,10.952,-9.328,100.000,0.000,0.000,0.000,0.000
0.550,44.760,26.117,-39.353,100.000,-18.104,26.376,-31.821,100.000,44.805,19.948,-37.259,100.000,37.392,10.984,-9.360,100.000,0.000,0.000,0.000,0.000
0.600,44.767,26.094,-39.318,100.000,-18.070,26.343,-31.792,100.000,44.838,19.914,-37.224,100.000,37.426,11.018,-9.394,100.000,0.000,0.000,0.000,0.000
0.650,44.774,26.069,-39.280,100.000,-18.033,26.307,-31.761,100.000,44.873,19.877,-37.187,100.000,37.463,11.055,-9.431,100.000,0.000,0.000,0.000,0.000
0.700,44.782,26.043,-39.240,100.000,-17.993,26.269,-31.728,100.000,44.911,19.837,-37.148,100.000,37.503,11.094,-9.470,100.000,0.000,0.000,0.000,0.000
0.750,44.790,26.014,-39.196,100.000,-17.951,26.229,-31.692,100.000,44.951,19.796,-37.106,100.000,37.544,11.136,-9.512,100.000,0.000,0.000,0.000,0.000
0.800,44.798,25.984,-39.150,100.000,-17.906,26.186,-31.655,100.000,44.993,19.752,-37.061,100.000,37.589,11.180,-9.557,100.000,0.000,0.000,0.000,0.000
0.850,44.807,25.953,-39.102,100.000,-17.859,26.141,-31.616,100.000,45.038,19.705,-37.015,100.000,37.635,11.227,-9.603,100.000,0.000,0.000,0.000,0.000
0.900,44.817,25.920,-39.051,100.000,-17.810,26.094,-31.575,100.000,45.084,19.657,-36.966,100.000,37.683,11.275,-9.652,100.000,0.000,0.000,0.000,0.000
0.950,44.827,25.885,-38.998,100.000,-17.759,26.045,-31.532,100.000,45.132,19.606,-36.916,100.000,37.734,11.326,-9.702,100.000,0.000,0.000,0.000,0.000
1.000,44.837,25.849,-38.943,100.000,-17.706,25.994,-31.488,100.000,45.182,19.554,-36.863,100.000,37.786,11.378,-9.755,100.000,0.000,0.000,0.000,0.000
1.050,44.848,25.811,-38.886,100.000,-17.651,25.942,-31.443,100.000,45.234,19.500,-36.809,100.000,37.840,11.432,-9.809,100.000,0.000,0.000,0.000,0.000
1.100,44.859,25.770,-38.826,100.000,-17.595,25.888,-31.396,100.000,45.287,19.445,-36.753,100.000,37.896,11.487,-9.865,100.000,0.000,0.000,0.000,0.000
1.150,44.871,25.727,-38.765,100.000,-17.537,25.832,-31.348,100.000,45.341,19.387,-36.695,100.000,37.953,11.544,-9.922,100.000,0.000,0.000,0.000,0.000
1.200,44.883,25.683,-38.702,100.000,-17.477,25.775,-31.298,100.000,45.397,19.329,-36.636,100.000,38.012,11.603,-9.981,100.000,0.000,0.000,0.000,0.000
1.250,44.896,25.636,-38.638,100.000,-17.416,25.717,-31.248,100.000,45.454,19.269,-36.576,100.000,38.072,11.663,-10.041,100.000,0.000,0.000,0.000,0.000
1.300,44.910,25.588,-38.571,100.000,-17.354,25.657,-31.196,100.000,45.512,19.207,-36.514,100.000,38.133,11.723,-10.102,100.000,0.000,0.000,0.000,0.000
1.350,44.923,25.538,-38.503,100.000,-17.290,25.596,-31.144,100.000,45.571,19.145,-36.451,100.000,38.195,11.786,-10.165,100.000,0.000,0.000,0.000,0.000
1.400,44.937,25.486,-38.434,100.000,-17.225,25.534,-31.091,100.000,45.631,19.082,-36.388,100.000,38.259,11.849,-10.228,100.000,0.000,0.000,0.000,0.000
1.450,44.951,25.433,-38.364,100.000,-17.160,25.471,-31.037,100.000,45.691,19.017,-36.323,100.000,38.323,11.913,-10.293,100.000,0.000,0.000,0.000,0.000
1.500,44.965,25.378,-38.292,100.000,-17.093,25.408,-30.982,100.000,45.752,18.952,-36.257,100.000,38.389,11.977,-10.358,100.000,0.000,0.000,0.000,0.000
1.550,44.979,25.322,-38.219,100.000,-17.025,25.343,-30.927,100.000,45.814,18.885,-36.190,100.000,38.455,12.043,-10.425,100.000,0.000,0.000,0.000,0.000
1.600,44.993,25.264,-38.145,100.000,-16.956,25.277,-30.871,100.000,45.877,18.818,-36.122,100.000,38.522,12.109,-10.492,100.000,0.000,0.000,0.000,0.000
1.650,45.007,25.206,-38.070,100.000,-16.887,25.211,-30.815,100.000,45.941,18.750,-36.054,100.000,38.590,12.176,-10.560,100.000,0.000,0.000,0.000,0.000
1.700,45.022,25.146,-37.994,100.000,-16.817,25.144,-30.758,100.000,46.005,18.682,-35.985,100.000,38.658,12.243,-10.628,100.000,0.000,0.000,0.000,0.000
1.750,45.036,25.085,-37.918,100.000,-16.746,25.076,-30.701,100.000,46.070,18.612,-35.915,100.000,38.728,12.311,-10.697,100.000,0.000,0.000,0.000,0.000
1.800,45.049,25.023,-37.840,100.000,-16.674,25.008,-30.643,100.000,46.135,18.543,-35.845,100.000,38.797,12.379,-10.767,100.000,0.000,0.000,0.000,0.000
1.850,45.063,24.960,-37.762,100.000,-16.602,24.939,-30.585,100.000,46.201,18.472,-35.774,100.000,38.867,12.448,-10.838,100.000,0.000,0.000,0.000,0.000
1.900,45.077,24.896,-37.683,100.000,-16.529,24.870,-30.527,100.000,46.266,18.402,-35.703,100.000,38.938,12.516,-10.908,100.000,0.000,0.000,0.000,0.000
1.950,45.090,24.832,-37.603,100.000,-16.456,24.800,-30.469,100.000,46.332,18.330,-35.631,100.000,39.009,12.585,-10.980,100.000,0.000,0.000,0.000,0.000
2.000,45.103,24.766,-37.523,100.000,-16.382,24.730,-30.410,100.000,46.399,18.259,-35.559,100.000,39.081,12.654,-11.051,100.000,0.000,0.000,0.000,0.000
2.050,45.115,24.700,-37.442,100.000,-16.308,24.659,-30.352,100.000,46.465,18.187,-35.486,100.000,39.153,12.724,-11.123,100.000,0.000,0.000,0.000,0.000
2.100,45.128,24.633,-37.361,100.000,-16.234,24.588,-30.293,100.000,46.530,18.114,-35.413,100.000,39.225,12.793,-11.196,100.000,0.000,0.000,0.000,0.000
2.150,45.140,24.566,-37.279,100.000,-16.159,24.517,-30.234,100.000,46.596,18.041,-35.339,100.000,39.298,12.862,-11.269,100.000,0.000,0.000,0.000,0.000
2.200,45.151,24.498,-37.197,100.000,-16.083,24.446,-30.176,100.000,46.661,17.969,-35.266,100.000,39.371,12.931,-11.342,100.000,0.000,0.000,0.000,0.000
2.250,45.162,24.429,-37.114,100.000,-16.008,24.374,-30.117,100.000,46.726,17.895,-35.192,100.000,39.445,13.000,-11.415,100.000,0.000,0.000,0.000,0.000
2.300,45.173,24.360,-37.032,100.000,-15.932,24.302,-30.058,100.000,46.789,17.822,-35.117,100.000,39.518,13.069,-11.489,100.000,0.000,0.000,0.000,0.000
2.350,45.184,24.290,-36.948,100.000,-15.855,24.229,-30.000,100.000,46.852,17.748,-35.042,100.000,39.592,13.137,-11.563,100.000,0.000,0.000,0.000,0.000
2.400,45.193,24.220,-36.865,100.000,-15.779,24.157,-29.942,100.000,46.914,17.674,-34.968,100.000,39.666,13.205,-11.637,100.000,0.000,0.000,0.000,0.000
2.450,45.203,24.150,-36.781,100.000,-15.702,24.084,-29.884,100.000,46.974,17.600,-34.892,100.000,39.741,13.273,-11.711,100.000,0.000,0.000,0.000,0.000
2.500,45.212,24.079,-36.697,100.000,-15.625,24.011,-29.826,100.000,47.033,17.526,-34.817,100.000,39.815,13.340,-11.786,100.000,0.000,0.000,0.000,0.000
2.550,45.221,24.007,-36.612,100.000,-15.548,23.938,-29.768,100.000,47.090,17.451,-34.741,100.000,39.890,13.407,-11.861,100.000,0.000,0.000,0.000,0.000
2.600,45.229,23.936,-36.528,100.000,-15.470,23.865,-29.710,100.000,47.146,17.376,-34.665,100.000,39.965,13.473,-11.936,100.000,0.000,0.000,0.000,0.000
2.650,45.237,23.864,-36.443,100.000,-15.393,23.792,-29.653,100.000,47.199,17.302,-34.588,100.000,40.041,13.539,-12.011,100.000,0.000,0.000,0.000,0.000
2.700,45.244,23.791,-36.358,100.000,-15.315,23.718,-29.596,100.000,47.250,17.227,-34.512,100.000,40.116,13.604,-12.086,100.000,0.000,0.000,0.000,0.000
2.750,45.251,23.719,-36.273,100.000,-15.237,23.644,-29.539,100.000,47.299,17.151,-34.435,100.000,40.192,13.668,-12.162,100.000,0.000,0.000,0.000,0.000
2.800,45.258,23.646,-36.188,100.000,-15.159,23.571,-29.483,100.000,47.345,17.076,-34.358,100.000,40.267,13.732,-12.237,100.000,0.000,0.000,0.000,0.000
2.850,45.264,23.573,-36.103,100.000,-15.080,23.497,-29.427,100.000,47.389,17.000,-34.280,100.000,40.343,13.795,-12.313,100.000,0.000,0.000,0.000,0.000
2.900,45.270,23.500,-36.017,100.000,-15.002,23.423,-29.371,100.000,47.431,16.925,-34.202,100.000,40.420,13.857,-12.389,100.000,0.000,0.000,0.000,0.000
2.950,45.275,23.426,-35.931,100.000,-14.923,23.349,-29.316,100.000,47.469,16.849,-34.124,100.000,40.496,13.918,-12.465,100.000,0.000,0.000,0.000,0.000
3.000,45.280,23.352,-35.846,100.000,-14.844,23.275,-29.261,100.000,47.505,16.773,-34.045,100.000,40.572,13.978,-12.542,100.000,0.000,0.000,0.000,0.000
3.050,45.284,23.279,-35.760,100.000,-14.765,23.201,-29.206,100.000,47.538,16.697,-33.967,100.000,40.649,14.037,-12.618,100.000,0.000,0.000,0.000,0.000
3.100,45.288,23.204,-35.674,100.000,-14.686,23.127,-29.152,100.000,47.568,16.621,-33.887,100.000,40.726,14.095,-12.695,100.000,0.000,0.000,0.000,0.000
3.150,45.291,23.130,-35.588,100.000,-14.607,23.052,-29.098,100.000,47.595,16.544,-33.808,100.000,40.803,14.153,-12.772,100.000,0.000,0.000,0.000,0.000
3.200,45.295,23.056,-35.502,100.000,-14.527,22.978,-29.045,100.000,47.620,16.468,-33.728,100.000,40.880,14.209,-12.849,100.000,0.000,0.000,0.000,0.000
3.250,45.297,22.981,-35.416,100.000,-14.448,22.904,-28.993,100.000,47.641,16.391,-33.648,100.000,40.958,14.264,-12.926,100.000,0.000,0.000,0.000,0.000
3.300,45.300,22.907,-35.329,100.000,-14.368,22.829,-28.940,100.000,47.660,16.315,-33.567,100.000,41.035,14.317,-13.003,100.000,0.000,0.000,0.000,0.000
3.350,45.301,22.832,-35.243,100.000,-14.288,22.755,-28.889,100.000,47.676,16.238,-33.487,100.000,41.113,14.370,-13.080,100.000,0.000,0.000,0.000,0.000
3.400,45.303,22.757,-35.157,100.000,-14.209,22.681,-28.838,100.000,47.690,16.161,-33.406,100.000,41.191,14.421,-13.158,100.000,0.000,0.000,0.000,0.000
3.450,45.304,22.682,-35.070,100.000,-14.129,22.606,-28.787,100.000,47.700,16.084,-33.324,100.000,41.269,14.471,-13.236,100.000,0.000,0.000,0.000,0.000
3.500,45.304,22.607,-34.984,100.000,-14.048,22.532,-28.737,100.000,47.708,16.007,-33.243,100.000,41.347,14.520,-13.313,100.000,0.000,0.000,0.000,0.000
3.550,45.305,22.532,-34.897,100.000,-13.968,22.457,-28.688,100.000,47.714,15.930,-33.161,100.000,41.426,14.568,-13.391,100.000,0.000,0.000,0.000,0.000
3.600,45.304,22.457,-34.811,100.000,-13.888,22.383,-28.639,100.000,47.716,15.854,-33.079,100.000,41.504,14.613,-13.470,100.000,0.000,0.000,0.000,0.000
3.650,45.304,22.382,-34.724,100.000,-13.807,22.308,-28.591,100.000,47.717,15.777,-32.996,100.000,41.583,14.658,-13.548,100.000,0.000,0.000,0.000,0.000
3.700,45.303,22.307,-34.638,100.000,-13.727,22.233,-28.543,100.000,47.715,15.700,-32.913,100.000,41.662,14.701,-13.626,100.000,0.000,0.000,0.000,0.000
3.750,45.301,22.232,-34.551,100.000,-13.646,22.159,-28.496,100.000,47.710,15.623,-32.831,100.000,41.741,14.743,-13.705,100.000,0.000,0.000,0.000,0.000
3.800,45.300,22.156,-34.465,100.000,-13.565,22.084,-28.450,100.000,47.704,15.546,-32.747,100.000,41.820,14.783,-13.784,100.000,0.000,0.000,0.000,0.000
3.850,45.298,22.081,-34.378,100.000,-13.484,22.010,-28.404,100.000,47.695,15.469,-32.664,100.000,41.900,14.821,-13.863,100.000,0.000,0.000,0.000,0.000
3.900,45.295,22.005,-34.291,100.000,-13.403,21.935,-28.360,100.000,47.684,15.392,-32.581,100.000,41.980,14.858,-13.942,100.000,0.000,0.000,0.000,0.000
3.950,45.292,21.930,-34.205,100.000,-13.322,21.861,-28.315,100.000,47.670,15.315,-32.497,100.000,42.060,14.894,-14.021,100.000,0.000,0.000,0.000,0.000
4.000,45.289,21.854,-34.118,100.000,-13.241,21.786,-28.272,100.000,47.655,15.239,-32.413,100.000,42.140,14.927,-14.101,100.000,0.000,0.000,0.000,0.000
4.050,45.285,21.779,-34.031,100.000,-13.159,21.711,-28.229,100.000,47.638,15.162,-32.329,100.000,42.220,14.960,-14.180,100.000,0.000,0.000,0.000,0.000
4.100,45.281,21.703,-33.945,100.000,-13.078,21.637,-28.187,100.000,47.619,15.086,-32.245,100.000,42.300,14.990,-14.260,100.000,0.000,0.000,0.000,0.000
4.150,45.277,21.628,-33.858,100.000,-12.996,21.562,-28.146,100.000,47.597,15.009,-32.161,100.000,42.381,15.019,-14.340,100.000,0.000,0.000,0.000,0.000
4.200,45.272,21.552,-33.771,100.000,-12.914,21.488,-28.105,100.000,47.575,14.933,-32.077,100.000,42.462,15.046,-14.420,100.000,0.000,0.000,0.000,0.000
4.250,45.267,21.477,-33.685,100.000,-12.833,21.413,-28.065,100.000,47.550,14.857,-31.993,100.000,42.543,15.071,-14.500,100.000,0.000,0.000,0.000,0.000
4.300,45.262,21.401,-33.598,100.000,-12.751,21.338,-28.026,100.000,47.524,14.781,-31.908,100.000,42.624,15.095,-14.581,100.000,0.000,0.000,0.000,0.000
4.350,45.256,21.325,-33.511,100.000,-12.668,21.264,-27.988,100.000,47.495,14.705,-31.824,100.000,42.705,15.117,-14.661,100.000,0.000,0.000,0.000,0.000
4.400,45.250,21.250,-33.425,100.000,-12.586,21.189,-27.951,100.000,47.466,14.630,-31.740,100.000,42.787,15.137,-14.742,100.000,0.000,0.000,0.000,0.000
4.450,45.244,21.174,-33.338,100.000,-12.504,21.115,-27.914,100.000,47.435,14.554,-31.655,100.000,42.869,15.156,-14.822,100.000,0.000,0.000,0.000,0.000
4.500,45.237,21.099,-33.251,100.000,-12.421,21.041,-27.878,100.000,47.402,14.479,-31.571,100.000,42.950,15.172,-14.903,100.000,0.000,0.000,0.000,0.000
4.550,45.230,21.023,-33.164,100.000,-12.339,20.966,-27.843,100.000,47.368,14.404,-31.486,100.000,43.032,15.187,-14.984,100.000,0.000,0.000,0.000,0.000
4.600,45.223,20.947,-33.078,100.000,-12.256,20.892,-27.809,100.000,47.333,14.329,-31.402,100.000,43.115,15.200,-15.065,100.000,0.000,0.000,0.000,0.000
4.650,45.215,20.872,-32.991,100.000,-12.173,20.817,-27.776,100.000,47.296,14.254,-31.317,100.000,43.197,15.212,-15.146,100.000,0.000,0.000,0.000,0.000
4.700,45.208,20.796,-32.904,100.000,-12.090,20.743,-27.743,100.000,47.259,14.180,-31.232,100.000,43.279,15.221,-15.227,100.000,0.000,0.000,0.000,0.000
4.750,45.199,20.721,-32.817,100.000,-12.007,20.669,-27.712,100.000,47.220,14.105,-31.148,100.000,43.362,15.229,-15.309,100.000,0.000,0.000,0.000,0.000
4.800,45.191,20.645,-32.731,100.000,-11.924,20.594,-27.681,100.000,47.180,14.031,-31.063,100.000,43.445,15.235,-15.390,100.000,0.000,0.000,0.000,0.000
4.850,45.182,20.570,-32.644,100.000,-11.841,20.520,-27.651,100.000,47.138,13.957,-30.979,100.000,43.527,15.239,-15.472,100.000,0.000,0.000,0.000,0.000
4.900,45.173,20.494,-32.557,100.000,-11.757,20.446,-27.622,100.000,47.096,13.883,-30.895,100.000,43.610,15.242,-15.553,100.000,0.000,0.000,0.000,0.000
